Team Number,Team Name,Location,2026
2483,Clawbotz,"Fayetteville, NC, USA",False
2484,Team Implosion,"Woods Cross, Utah, USA",False
2485,Overclocked,"San Diego, California, USA",True
2486,CocoNuts,"Flagstaff, Arizona, USA",True
2487,Mechanical Animals,"West Sayville, New York, USA",True
2488,Plasma Pumas,"Rochester, MN, USA",False
2489,The Insomniacs,"San Jose, California, USA",True
2490,eagles,"chicago, IL, USA",False
2491,NoMythic,"Saint Paul, Minnesota, USA",True
2493,Robokong,"Riverside, California, USA",False
2495,Hive Mind,"Hamilton, New Jersey, USA",True
2496,Tru Blu Patriots,"Irvine, California, USA",False
2497,RoboNatick,"Natick, MA, USA",False
2498,BearBotics,"Minneapolis, Minnesota, USA",True
2499,Industrial Revolution 2499,"Hibbing, Minnesota, USA",False
2500,Herobotics,"Minneapolis, Minnesota, USA",True
2501,Bionic Polars,"North St. Paul, Minnesota, USA",True
2502,Talon Robotics,"Eden Prairie, Minnesota, USA",True
2503,Warrior Robotics,"Brainerd, Minnesota, USA",True
2504,The Governors,"Honolulu, Hawaii, USA",False
2505,The Electric Sheep,"Toronto, ON, Canada",False
2506,Saber Robotics,"Franklin, Wisconsin, USA",True
2508,Armada,"Stillwater, Minnesota, USA",True
2509,Tigerbots,"Hutchinson , Minnesota, USA",True
2510,anishinaabe,"Cloquet, MN, USA",False
2511,Cougars,"Lakeville, Minnesota, USA",True
2512,Duluth East Daredevils,"Duluth, Minnesota, USA",True
2513,T.E.R.T.O.L.A.,"Minneapolis, Minnesota, USA",True
2514,3M MHS,"Mahtomedi, MN, USA",False
2515,MR.E,"Marshall, Minnesota, USA",False
2517,Green Wrenches,"Vancouver, WA, USA",False
2518,Spartan Robotics,"Inver Grove Heights, Minnesota, USA",True
2520,Robotics 9000,"Las Vegas, NV, USA",False
2521,SERT,"Eugene, Oregon, USA",True
2522,Royal Robotics,"Bothell, Washington, USA",True
2523,Tech Storm,"Saint Johnsbury, Vermont, USA",True
2524,Roosevelt Rough Riders,"Yonkers, NY, USA",False
2525,The pHalcons,"Plymouth, Minnesota, USA",False
2526,Crimson Robotics,"Osseo, Minnesota, USA",True
2528,RoboDoves,"Baltimore, Maryland, USA",False
2529,Open Circuits,"Saint Paul, Minnesota, USA",False
2530,Inconceivable,"Rochester, Minnesota, USA",True
2531,RoboHawks,"Chaska, Minnesota, USA",True
2532,FLASH Power,"Forest Lake, Minnesota, USA",False
2533,Juarez Aztec Eagles,"Chicago, IL, USA",False
2534,Lumberjack Robotics,"Baltimore , Maryland, USA",True
2535,TIGEARS,"Minneapolis, MN, USA",False
2536,Carver Bears,"Baltimore, MD, USA",False
2537,Space RAIDers,"Columbia, Maryland, USA",True
2538,The Plaid Pillagers,"Morris, Minnesota, USA",True
2539,Krypton Cougars,"Palmyra, Pennsylvania, USA",True
2540,SPARC,"Pontotoc, MS, USA",False
2542,Go4bots,"Gresham, OR, USA",False
2543,TitanBot,"Chula Vista, California, USA",True
2544,HCRC,"Harborcreek, Pennsylvania, USA",False
2545,Quantum Mechanics,"Minneapolis, Minnesota, USA",False
2546,Electric Sheep,"Baltimore, MD, USA",False
2547,Redcat Robos,"Milwaukee, WI, USA",False
2549,Millerbots,"Minneapolis, Minnesota, USA",True
2550,Skynet,"Oregon City, Oregon, USA",True
2551,Penguin Empire,"Novato, California, USA",True
2553,Pirates,"Pearl, MS, USA",False
2554,The Warhawks,"Edison, New Jersey, USA",True
2555,RoboRams,"Tacoma, Washington, USA",False
2556,RadioActive Roaches,"Niceville, Florida, USA",True
2557,SOTAbots ,"Tacoma, Washington, USA",True
2558,SciBot,"Harrisburg, PA, USA",False
2559,Normality Zero,"Harrisburg, Pennsylvania, USA",True
2560,RoboDog,"Grandview, Missouri, USA",True
2561,St Paul East Side RobEASTs,"Saint Paul, MN, USA",False
2562,Robinson,"San Juan, PR, USA",False
2563,Toros,"Caguas, PR, USA",False
2564,Red Hawks,"San Juan, PR, USA",False
2565,Technovations,"Cupey, PR, USA",False
2566,Universitiers,"San Juan, PR, USA",False
2567,Miguel,"San Juan, PR, USA",False
2568,STORM,"Carolina, PR, USA",False
2569,Artist Engineers,"San Juan, PR, USA",False
2570,SHS,"Sahuarita, AZ, USA",False
2571,Chief robot,"Haileyville, OK, USA",False
2572,governors,"Saint Paul, MN, USA",False
2573,Mustang,"Brooklyn, NY, USA",False
2574,RoboHuskie,"St. Anthony, Minnesota, USA",True
2575,White Hurricane,"Santa Branca, SP, Brazil",False
2576,Chilean Heart,"Santiago, Región Metropolitana de Santiago, Chile",False
2577,Pingry Robotics,"Basking Ridge, New Jersey, USA",True
2579,LIC Robodogs,"Astoria, New York, USA",False
2580,Mecha-Knights,"New Orleans, LA, USA",False
2581,Bulldog Robotic Team,"Monroe, LA, USA",False
2582,PantherBots,"Lufkin, Texas, USA",True
2583,Orange Dynamite,"Austin, Texas, USA",True
2584,Flame of The West,"Calabasas, California, USA",True
2585,Impact,"Bellaire, Texas, USA",True
2586,Copper Bots,"Calumet, Michigan, USA",True
2587,DiscoBots,"Houston, Texas, USA",True
2588,JAVA,"Pomona, CA, USA",False
2589,The Codebandits,"Byfield, MA, USA",False
2590,Nemesis,"Robbinsville, New Jersey, USA",True
2591,RedTails,"Detroit, Michigan, USA",True
2592,Hawks,"Rio Rico, AZ, USA",False
2593,Brobot,"Peabody, MA, USA",False
2594,Naskcorpions,"Nampa, Idaho, USA",True
2595,Illuminati,"Los Angeles, CA, USA",False
2596,Ferrous Bulldog Inovations,"Jersey City, NJ, USA",False
2597,Raider bots,"Houston, TX, USA",False
2598,Neofighters,"Hercules, CA, USA",False
2599,FULL THROTTLE,"CHULA VISTA, CA, USA",False
2600,Team Falcon,"Oak Ridge, New Jersey, USA",False
2601,Steel Hawks,"Flushing, New York, USA",True
2602,Falcons,"Henderson, NV, USA",False
2603,Steel Stingers,"Medina, Ohio, USA",True
2604,Metal and Soul,"Capac, Michigan, USA",True
2605,Seamonsters,"Bellingham, Washington, USA",False
2606,Irish Robotics,"Rosemount, Minnesota, USA",True
2607,The Fighting RoboVikings,"Warminster, Pennsylvania, USA",True
2608,MiGHT,"Farmington Hills, MI, USA",False
2609,Beaverworx,"Guelph, Ontario, Canada",True
2611,Jacktown Vectors,"Jackson, Michigan, USA",True
2612,The Corsairs,"Waterford, Michigan, USA",False
2613,Protobots,"Van Horn, Texas, USA",False
2614,Mountaineer Area RoboticS (MARS),"Morgantown, West Virginia, USA",True
2617,Robo Reds,"Lansing, MI, USA",False
2618,The Mad Hatters,"Pittsburgh, PA, USA",False
2619,The Charge,"Midland, Michigan, USA",True
2620,Titans,"Southgate, Michigan, USA",True
2621,Bucs,"Bedford, MA, USA",False
2622,Team 1,"San Diego, CA, USA",False
2623,lovenpeace,"Antioch, CA, USA",False
2624,BotCatz,"Toronto, ON, Canada",False
2625,ARC Robotics,"Mississauga, ON, Canada",False
2626,Evolution,"Sherbrooke, Québec, Canada",True
2627,Techies,"Ann Arbor, MI, USA",False
2628,Pirates,"San Francisco, CA, USA",False
2629,Halcones,"QUERETARO, OAX, Mexico",False
2630,Thunderbolts,"Emek Hefer, HaMerkaz, Israel",True
2632,SteeleBots,"Amherst, Ohio, USA",False
2633,Pittsburg Pirates,"Pittsburg, CA, USA",False
2634,The Gryphons,"North York, Ontario, Canada",True
2635,Lake Monsters,"Lake Oswego, Oregon, USA",True
2637,Phantom Catz,"Rolling Hills Estates, California, USA",True
2638,Rebel Robotics,"Great Neck, New York, USA",True
2640,HOTBOTZ,"Reidsville, North Carolina, USA",True
2641,Pittsburgh Central Catholic Robotics,"Pittsburgh, Pennsylvania, USA",True
2642,Pitt Pirates,"Greenville, North Carolina, USA",False
2643,Dark Matter,"San Jose, California, USA",True
2644,Trojans,"Pittsburgh, PA, USA",False
2645,PowerSurge,"Muskegon, MI, USA",False
2647,Cyborg Mustangs,"Phoenix, Arizona, USA",False
2648,Infinite Loop,"Oakland, Maine, USA",True
2649,Meyer Robotics,"Porto Alegre, RS, Brazil",False
2650,ELAHLYA,"Om- Elfahem, HA, Israel",False
2652,Highlander Engineering and Technology,"El Paso, TX, USA",False
2653,Master Robotics,"Aracaju, SE, Brazil",False
2654,Polar Rams,"Roseau, Minnesota, USA",True
2655,The Flying Platypi,"Greensboro, North Carolina, USA",False
2656,Quasics,"Monroeville, Pennsylvania, USA",True
2657,Team Thundercats,"Deming, New Mexico, USA",True
2658,Σ-Motion,"San Diego, California, USA",True
2659,RoboWarriors,"Mission Hills, California, USA",True
2660,Pengbots,"Tulalip, Washington, USA",False
2661,Trailblazers,"Chatsworth, CA, USA",False
2662,RoboKrew,"Tolleson, Arizona, USA",True
2663,The Foothillers,"El Cajon, CA, USA",False
2664,Lobos,"Houston, TX, USA",False
2665,CougarBots,"Dayton, Ohio, USA",False
2667,Knights of the Valley,"Apple Valley, Minnesota, USA",True
2668,North Montco Vortex,"Lansdale, PA, USA",False
2669,KY Bots,"Kiryat Yam, Z, Israel",False
2670,Absent Algorithms,"Toronto, ON, Canada",False
2672,Osfia,"Osfia, Z, Israel",False
2673,Tenacious Technicians,"Detroit, Michigan, USA",True
2674,Nilton Lins,"Manaus, AM, Brazil",False
2675,ABCTech,"Canoas, RS, Brazil",False
2676,Ecorse Robo Raiders,"Ecorse, Michigan, USA",False
2678,Brauder,"Jerusalem, JM, Israel",False
2679,Atlantis,"Jerusalem, Yerushalayim, Israel",True
2680,Vex Minas,"Minas do Leão, RS, Brazil",False
2681,Lady G-House Pirates,"Brooklyn, NY, USA",False
2682,Boneyard Robotics 2682,"Greenville, North Carolina, USA",True
2685,Team Haven,"Byfield, MA, USA",False
2686,The Memphis MechWarriors,"Memphis, Tennessee, USA",False
2687,Team Apprentice,"Austin, Texas, USA",True
2688,'Iolani Robotics,"Honolulu, Hawaii, USA",False
2689,Team Alpha ,"Austin, Texas, USA",True
2702,Rebels,"Waterloo, Ontario, Canada",True
2703,fire fox,"ben shemen y.v., M, Israel",False
2704,Roaring Robotics,"Naperville, Illinois, USA",True
2705,WE ROBOT,"Eden Prairie, Minnesota, USA",False
2706,Merge Robotics,"Ottawa, Ontario, Canada",True
2707,Viking Robotics,"Saint Louis, Missouri, USA",False
2708,Lake Effect Robotics,"Kingston, Ontario, Canada",True
2709,Iron Wolves,"Chicago, Illinois, USA",False
2710,JetStream ,"Palos Verdes Peninsula, California, USA",True
2711,Centaurus Robotics,"Lafayette, CO, USA",False
2712,Power Surge 4-H Robotics,"Waterbury, Connecticut, USA",True
2713,Red Hawk Robotics,"Melrose, Massachusetts, USA",True
2714,♨️ BBQ ♨️,"Dallas, Texas, USA",True
2716,Ranger Force,"Spencerport, New York, USA",False
2718,Team OKC e'possums (Σ 1/n! x 10³),"Oklahoma City, Oklahoma, USA",True
2719,Ketronix Robotix,"Monroe, MI, USA",False
2720,Red Watch Robotics,"Medford, New Jersey, USA",True
2721,Fang,"Lasara, Texas, USA",False
2722,Charge Robotics,"Marlton, New Jersey, USA",True
2723,Team Rocket,"Oklahoma City, Oklahoma, USA",False
2724,Avalanche Robotics,"Charlotte, North Carolina, USA",True
2725,Ice Princesses,"Chicago, Illinois, USA",False
2726,Red Pebble Rebels,"Salt Lake City, Utah, USA",True
2728,♨️ TACO ♨️,"Carrollton, Texas, USA",True
2729,Storm Robotics Team,"Marlton, New Jersey, USA",False
2733,Pigmice,"Portland, Oregon, USA",True
2735,RoBobcats,"Fruitvale, TX, USA",False
2737,Wizards,"Houston, TX, USA",False
2739,Bucket of Bolts,"Gilberts, IL, USA",False
2741,Method 2 Madness,"Batavia, IL, USA",False
2743,Berkner Rambots,"Richardson, TX, USA",False
2745,Incognito,"San Antonio, TX, USA",False
2747,Turner Lions,"Carrollton, TX, USA",False
2749,The 7th Direction,"Connersville, IN, USA",False
2751,SPARK Robotics,"Pendleton, SC, USA",False
2753,Team Overdrive,"Bridgewater, NJ, USA",False
2757,B.A.D. (Built And Dangerous!),"Longwood, FL, USA",False
2759,Roboneers,"Stillwater, OK, USA",False
2761,IronHorse Robotics,"Fresno, California, USA",False
2763,Tigers,"Sterling, OK, USA",False
2765,Radioactive Robotics,"Norman, Oklahoma, USA",False
2767,Stryke Force,"Kalamazoo, Michigan, USA",True
2769,ROBOTS IN MOTION,"Chicago, IL, USA",False
2771,Code Red Robotics the Stray Dogs,"Grandville, Michigan, USA",True
2773,IronDogz,"Edmond, Oklahoma, USA",True
2775,Jackson Area Robotics,"Jackson, TN, USA",False
2777,Blackwell Resistance,"Blackwell, OK, USA",False
2779,CH1RP,"Claremore, OK, USA",False
2781,RoboPRIDE,"Burbank, Illinois, USA",False
2783,Engineers of Tomorrow ,"La Grange, Kentucky, USA",True
2785,Prometheus,"Kent, Connecticut, USA",True
2787,Team Chaos,"Corpus Christi, TX, USA",False
2789,TEXPLOSION,"Manor, Texas, USA",True
2791,Shaker Robotics,"Latham, New York, USA",True
2793,Sabercats,"Moore, OK, USA",False
2795,Ohm's Claw,"Broken Arrow, Oklahoma, USA",False
2797,Knight & Nerdy,"Clermont, Florida, USA",True
2799,The Teslas,"Kansas City, MO, USA",False
2803,Firebirds,"Chicago, IL, USA",False
2805,Ghost in the Machine,"Waxahachie, Texas, USA",False
2809,K-Botics,"Kingston, Ontario, Canada",False
2811,StormBots,"Vancouver, Washington, USA",True
2813,Gear Heads,"Saratoga, California, USA",True
2815,Blue Devil Mechanics,"Columbia, South Carolina, USA",True
2817,Bluff City Bots,"Memphis, Tennessee, USA",False
2819,Team Dynamite,"Oxon Hill, Maryland, USA",False
2821,TASER,"Preston, OK, USA",False
2823,The Automatons,"Saint Paul, Minnesota, USA",True
2825,Roc Robotics,"Saint Paul, Minnesota, USA",False
2826,Wave Robotics,"Oshkosh, Wisconsin, USA",True
2827,The Tiki Bots,"Coronado, California, USA",True
2829,Knights of Sir MacHinery,"Norman, OK, USA",False
2830,Riverside RoboTigers,"Milwaukee, Wisconsin, USA",True
2831,Warriors,"Chicago, IL, USA",False
2832,The Livonia Warriors,"Livonia, Michigan, USA",True
2833,Roboscorpions,"Brownsville, Texas, USA",False
2834,Bionic Black Hawks,"Bloomfield Hills, Michigan, USA",True
2835,Shazbotz,"Youngstown, OH, USA",False
2836,Team Beta,"Woodbury, Connecticut, USA",False
2837,Freebirds,"Gilbert, AZ, USA",False
2838,Eaglebots,"Chesterfield, Missouri, USA",False
2839,Daedalus,"Escondido, California, USA",True
2840,PCDS Blue Tide,"Paradise Valley, Arizona, USA",True
2841,NECHS,"El Paso, TX, USA",False
2842,Mustangs,"Bokchito, OK, USA",False
2843,Metal Heads,"El Paso, TX, USA",False
2844,Stampede Robotics,"Laveen, Arizona, USA",False
2845,O'Botics,"Osseo, MN, USA",False
2846,FireBears,"Roseville, Minnesota, USA",True
2847,The MegaHertz,"Fairmont, Minnesota, USA",True
2848,Rangers,"Dallas, Texas, USA",True
2849,Ursa Major,"Columbia, Maryland, USA",True
2850,Cyberwolves,"Coeur d'Alene, ID, USA",False
2851,Crevolution,"Sterling Heights, Michigan, USA",True
2852,DM High Voltage,"St Catharines, Ontario, Canada",True
2853,Hot Spot Robotics,"Mililani, Hawaii, USA",True
2854,The Prototypes,"San Jose, California, USA",True
2855,BEASTBOT,"Saint Paul, Minnesota, USA",True
2856,Planetary Drive,"Lexington, Kentucky, USA",True
2857,Black Ops,"Dallas, TX, USA",False
2859,Blasterbots,"Golden, CO, USA",False
2861,Infinity's End,"Lake City, Minnesota, USA",True
2862,UTC Westhill Vikings,"Stamford, CT, USA",False
2864,Sigma Phoenix,"El Paso, TX, USA",False
2865,ROBOTEKNIX,"Post Falls, ID, USA",False
2866,Phoenix Robotics,"Owings Mills, MD, USA",False
2867,ElkLogics,"Elkhart, Indiana, USA",True
2869,Regal Eagles,"Bethpage, New York, USA",True
2871,Beantown Botz,"Roxbury, MA, USA",False
2872,CyberCats,"Old Westbury, New York, USA",True
2873,NWR,"Flowood, MS, USA",False
2874,Iron Eagles,"Grain Valley, Missouri, USA",False
2875,CyberHawks,"Cold Spring Harbor, New York, USA",True
2876,DevilBotz,"Burlington, Massachusetts, USA",True
2877,LigerBots,"Newtonville, Massachusetts, USA",True
2879,Oriole Robotics,"Saint Louis Park, Minnesota, USA",False
2880,Finger Puppet Mafia,"Galveston, TX, USA",False
2881,Lady Cans,"Austin, Texas, USA",True
2882,Nuts n' Boltz,"Katy, Texas, USA",True
2883,F.R.E.D (FIRST Robotics Engineering and Design),"Warroad, Minnesota, USA",True
2884,EngiKnights,"Caguas, PR, USA",False
2885,Falcons,"San Juan, PR, USA",False
2887,Blue Bots,"Atlanta, GA, USA",False
2888,The Beaverbots,"Chestnut Hill, MA, USA",False
2890,The Hawk Collective,"Chesapeake, Virginia, USA",True
2892,Hottie Botties,"Sacramento, CA, USA",False
2893,Parkway North Robohobos,"Saint Louis, MO, USA",False
2894,ACE Robotics,"Kansas City, MO, USA",False
2895,Blazenbots,"Far Rockaway, New York, USA",False
2896,MechaMonarchs,"Honolulu, Hawaii, USA",True
2897,R3 - Rapoport Raven Robotics,"Waco, Texas, USA",False
2898,Flying Hedgehogs,"Portland, Oregon, USA",True
2900,The Mighty Penguins,"Washington, District of Columbia, USA",True
2901,Rocket Sock'em Robots,"Cortland, OH, USA",False
2902,NYACK,"Saint Louis, MO, USA",False
2903,NeoBots,"Arlington, Washington, USA",True
2904,PlaZmachines,"Monroe, WA, USA",False
2905,Sultans of Turkiye,"Istanbul, Istanbul, Türkiye",True
2906,Sentinel Prime Robotics,"Spanaway, Washington, USA",True
2907,Lion Robotics,"Auburn, Washington, USA",False
2908,DeceptiKangs,"Kirkland, WA, USA",False
2909,Zebra Bots,"Rochester, Indiana, USA",False
2910,Jack in the Bot,"Mill Creek, Washington, USA",True
2911,CoolBots,"Washington, District of Columbia, USA",False
2912,Panther Robotics,"Washington, District of Columbia, USA",True
2913,ROBOT RAMBLER,"Washington, DC, USA",False
2914,TIGER PRIDE,"Washington, District of Columbia, USA",True
2915,Pandamonium,"Portland, Oregon, USA",True
2916,Bionic Bears,"Palm Bay, Florida, USA",False
2917,Woodward RoboDogs,"Cincinnati, OH, USA",False
2918,Gearheads,"Jasper, Alabama, USA",False
2919,Night Wolves,"L.A., CA, USA",False
2920,Robo-Hawks,"Holly Springs, MS, USA",False
2921,Falcon,"Tacoma, WA, USA",False
2922,RoboCon,"Concrete, WA, USA",False
2923,Aggies,"Rosalia, Washington, USA",False
2924,2924 Murphy's Lawyers,"Chimacum, WA, USA",False
2925,North Central Tech Center,"Wenatchee, WA, USA",False
2926,Robo Sparks,"Wapato, Washington, USA",True
2927,NEST Robotics,"Graham, Washington, USA",True
2928,Viking Robotics,"Seattle, Washington, USA",True
2929,Emeral Ridge JAGBOTS,"Puyallup, Washington, USA",True
2930,Sonic Squirrels,"Snohomish, Washington, USA",True
2932,Pueo Power Engineering,"Honolulu, HI, USA",False
2933,BASH,"Bronx, NY, USA",False
2934,Tech Tigers,"Houston, TX, USA",False
2935,NACI Robotics,"Toronto, Ontario, Canada",True
2936,Gatorzillas,"Dickinson, TX, USA",False
2938,HSE Tigers,"Houston, TX, USA",False
2940,The Alternative Experience,"Chicago, IL, USA",False
2941,BLURR-Ben Logan Ultra Raider Robotics,"Bellefontaine, OH, USA",False
2942,Panda Robotics,"Seattle, Washington, USA",False
2943,ROBO Dynamics,"Dallas, TX, USA",False
2944,Titanium Tigers,"Spokane, Washington, USA",False
2945,Steel Mustangs,"Manitou Springs, Colorado, USA",True
2946,Novas,"Milwaukee, WI, USA",False
2947,ROBO-TIGERS,"EL PASO, TX, USA",False
2948,Prototype,"Fort Worth, TX, USA",False
2949,pwnage,"Batavia, IL, USA",False
2950,Devastators,"Waco, Texas, USA",True
2951,Benson High Robotics Club,"Portland, OR, USA",False
2952,Brackenbots,"San Antonio, TX, USA",False
2953,South Dallas Bots,"Dallas, TX, USA",False
2956,E-STEM EAGLES,"Houston, TX, USA",False
2957,Knights1,"Alden, Minnesota, USA",False
2958,Grizzly's,"Canton, GA, USA",False
2959,Robotarians,"Coloma, Michigan, USA",True
2960,Automation Nation,"Birmingham, Michigan, USA",True
2961,Crimson Tide Engineers,"Washington, District of Columbia, USA",False
2962,EagleBots,"Washington, DC, USA",False
2963,AnaDroids,"Washington, District of Columbia, USA",True
2964,Robopanthers,"Washington, District of Columbia, USA",False
2965,Iron Vikings,"Lubbock, TX, USA",False
2966,Tiger Tech,"Pharr, Texas, USA",False
2967,Columbus IronWorks,"Columbus, GA, USA",False
2969,Aftermath,"San Antonio, Texas, USA",True
2970,eSchool eBots,"Kenosha, WI, USA",False
2971,ROBO-IDAHO,"Coeur d'Alene, ID, USA",False
2972,Gears and Buccaneers,"Lafayette, Colorado, USA",True
2973,Mad Rockers,"Madison, Alabama, USA",True
2974,Walton Robotics,"Marietta, Georgia, USA",True
2975,Team Viral,"Central, LA, USA",False
2976,The Spartabots,"Sammamish, Washington, USA",True
2977,Sir Lancer Bots,"La Crescent, Minnesota, USA",True
2978,Cavaliers,"Saint Louis, Missouri, USA",True
2979,RO-BEAUMONT,"Beaumont, TX, USA",False
2980,Whidbey Island Wildcats,"Oak Harbor, Washington, USA",True
2981,Bulldogs,"Waco, TX, USA",False
2982,Phoenix Metal,"Laredo, TX, USA",False
2983,Robo-Noles,"Fairburn, GA, USA",False
2984,Vikings Robotics,"La Jolla, California, USA",True
2985,Tech Know Logic,"San Antonio, TX, USA",False
2986,Cyber Comets,"Oklahoma City, Oklahoma, USA",False
2987,Rogue Robotics,"Farmington, Minnesota, USA",True
2988,RoboRiot,"Berryville, Virginia, USA",True
2989,Star Tech,"Richfield, Minnesota, USA",False
2990,Hotwire,"Turner, Oregon, USA",True
2991,Boxer Bots,"Houston, TX, USA",False
2992,The S.S. Prometheus,"Mandeville, Louisiana, USA",True
2993,InTech MegaBots,"Logan, Utah, USA",False
2994,ASTECHZ,"Ottawa, Ontario, Canada",False
2995,"""Mountain Force Robotics""","Dallas, TX, USA",False
2996,Cougars Gone Wired,"Colorado Springs, Colorado, USA",True
